Package,Score
azure-mgmt-hanaonazure,79
azure-mgmt-machinelearningcompute,79
azure-mgmt-managementpartner,79
azure-mgmt-notificationhubs,79
azure-mgmt-powerbiembedded,79
azure-mgmt-scheduler,79
azure-servicefabric,79
azure-servicemanagement-legacy,79
azure-storage,79
fbprophet,79
gcloud,79
opentelemetry-propagator-aws-xray,79
arch,82
celery-redbeat,79
django-tenants,79
dparse,79
fabric2,79
google-play-scraper,79
hijri-converter,79
junitparser,79
lru-dict,77
pyobjc,79
pyobjc-core,79
pyobjc-framework-accounts,79
pyobjc-framework-addressbook,79
pyobjc-framework-adsupport,79
pyobjc-framework-applescriptkit,79
pyobjc-framework-applescriptobjc,79
pyobjc-framework-applicationservices,79
pyobjc-framework-automator,79
pyobjc-framework-avfoundation,79
pyobjc-framework-avkit,79
pyobjc-framework-businesschat,79
pyobjc-framework-calendarstore,76
pyobjc-framework-cfnetwork,79
pyobjc-framework-cloudkit,79
pyobjc-framework-cocoa,79
pyobjc-framework-collaboration,79
pyobjc-framework-contacts,79
pyobjc-framework-contactsui,79
pyobjc-framework-coreaudio,79
pyobjc-framework-coreaudiokit,79
pyobjc-framework-corebluetooth,79
pyobjc-framework-corelocation,79
pyobjc-framework-coremedia,79
pyobjc-framework-coremediaio,79
pyobjc-framework-coreml,79
pyobjc-framework-coreservices,79
pyobjc-framework-corespotlight,79
pyobjc-framework-coretext,79
pyobjc-framework-corewlan,79
pyobjc-framework-cryptotokenkit,79
pyobjc-framework-dictionaryservices,79
pyobjc-framework-discrecording,79
pyobjc-framework-diskarbitration,79
pyobjc-framework-eventkit,79
pyobjc-framework-exceptionhandling,79
pyobjc-framework-findersync,79
pyobjc-framework-fsevents,79
pyobjc-framework-gamecenter,79
pyobjc-framework-gamecontroller,79
pyobjc-framework-gamekit,79
pyobjc-framework-gameplaykit,79
pyobjc-framework-imagecapturecore,79
pyobjc-framework-inputmethodkit,79
pyobjc-framework-installerplugins,79
pyobjc-framework-instantmessage,79
pyobjc-framework-intents,79
pyobjc-framework-iosurface,79
pyobjc-framework-ituneslibrary,79
pyobjc-framework-launchservices,79
pyobjc-framework-libdispatch,79
pyobjc-framework-mediaaccessibility,79
pyobjc-framework-medialibrary,79
pyobjc-framework-mediaplayer,79
pyobjc-framework-mediatoolbox,79
pyobjc-framework-modelio,79
pyobjc-framework-naturallanguage,79
pyobjc-framework-netfs,79
pyobjc-framework-network,79
pyobjc-framework-networkextension,79
pyobjc-framework-notificationcenter,79
pyobjc-framework-opendirectory,79
pyobjc-framework-osakit,79
pyobjc-framework-photos,79
pyobjc-framework-photosui,79
pyobjc-framework-preferencepanes,79
pyobjc-framework-quartz,79
pyobjc-framework-safariservices,79
pyobjc-framework-scenekit,79
pyobjc-framework-screensaver,79
pyobjc-framework-scriptingbridge,79
pyobjc-framework-searchkit,79
pyobjc-framework-security,79
pyobjc-framework-securityfoundation,79
pyobjc-framework-servicemanagement,79
pyobjc-framework-social,79
pyobjc-framework-spritekit,79
pyobjc-framework-storekit,79
pyobjc-framework-syncservices,79
pyobjc-framework-systemconfiguration,79
pyobjc-framework-videosubscriberaccount,79
pyobjc-framework-videotoolbox,79
pyobjc-framework-vision,79
pyobjc-framework-webkit,79
pyshark,76
pyspellchecker,76
python-ulid,79
pytorch-forecasting,79
segment-analytics-python,79
simple-websocket,82
torchinfo,79
yara-python,79
dtale,79
imageio-ffmpeg,79
implicit,79
ipyleaflet,79
marisa-trie,82
mlforecast,79
nuscenes-devkit,79
oldest-supported-numpy,79
plotly-resampler,79
pwntools,84
pycocotools,79
skl2onnx,79
tritonclient,85
memory-profiler,79
testcontainers,79
aiostream,82
apsw,79
captcha,79
click-help-colors,79
cramjam,79
ctransformers,79
curl-cffi,79
cvxopt,79
django-safedelete,74
drf-extra-fields,79
edge-tts,79
eth-typing,79
expandvars,79
google-cloud-profiler,79
immutabledict,79
jsonlines,79
lightning-utilities,79
multimethod,79
nh3,79
pastedeploy,79
plac,82
pybase64,79
pyopencl,79
pystache,79
pytest-forked,79
pytest-subtests,79
scann,79
sphinxcontrib-websupport,79
tencentcloud-sdk-python,79
tencentcloud-sdk-python-common,79
undetected-chromedriver,79
wcmatch,79
apache-sedona,79
python-http-client,79
clang-format,79
elastic-transport,82
logzio-python-handler,79
pydyf,82
robotframework-pythonlibcore,79
ypy-websocket,79
zigpy-xbee,79
adal,64
aio-pika,79
datasketch,79
open-clip-torch,79
ordered-set,76
pyperclip,79
tensorboardx,79
webdataset,79
yfinance,79
setuptools,73
dacite,79
executing,82
pydata-google-auth,79
webcolors,79
boto,82
opt-einsum,79
awsebcli,79
brax,79
pygame-gui,79
scoutsuite,76
sqlalchemy-oso,75
tsai,76
cron-descriptor,79
frozendict,79
exceptiongroup,79
iso8601,82
jsonschema-specifications,79
pox,79
referencing,79
rpds-py,79
soupsieve,79
colorlog,74
pysocks,79
six,79
sortedcontainers,79
toolz,79
unicodecsv,79
xmltodict,79
aerosandbox,79
chaostoolkit,79
dash-extensions,81
explainerdashboard,79
ffmpeg-normalize,79
geojson-pydantic,81
google-python-cloud-debugger,79
gpsoauth,79
greykite,79
nox-poetry,76
poutyne,79
pygltflib,79
pylink-square,79
pytermgui,79
saspy,79
ssh-audit,79
exif,80
fbgemm-gpu,80
fbgemm-gpu-cpu,87
torchrec,87
types-prettytable,80
requests-ntlm,80
murmurhash,80
pyspnego,80
astor,80
h2,80
parsedatetime,80
xlrd,80
bravado-core,80
django-choices,80
django-tenant-schemas,80
icrawler,77
mediapy,80
parliament,80
pybuilder,80
pycarlo,77
pygeocodio,77
robotframework-databaselibrary,80
supersuit,77
wavelink,80
wslink,81
aiozmq,74
capirca,80
django-invitations,71
django-oscar,74
django-payments,80
elyra,76
masonite,80
numcodecs,80
opencensus-ext-django,80
panda3d,78
pykeen,80
scholarly,80
botbuilder-core,86
botframework-connector,86
mplfinance,80
graphql-core,77
py,80
rfc3986,80
voluptuous,80
clickhouse-sqlalchemy,82
multi-model-server,74
deap,80
devpi-client,77
devpi-server,80
apache-airflow-providers-jira,71
fastai,80
gym,71
gast,80
typing-inspect,83
arxiv,80
browser-cookie3,80
cruft,77
diff-match-patch,77
django-dirtyfields,83
django-notifications-hq,80
djoser,80
dohq-artifactory,80
ezdxf,80
janome,80
jwcrypto,80
license-expression,80
newrelic-telemetry-sdk,80
pyarmor,80
python-bitcoinlib,80
recordlinkage,80
requests-pkcs12,82
rlax,80
selectolax,80
shodan,80
slowapi,75
sphinx-copybutton,80
streamlit-chat,74
tesserocr,82
x-transformers,80
zope-component,80
django-hosts,80
grafanalib,80
orbit-ml,83
pyhumps,80
nodeenv,81
parso,80
ply,80
cairocffi,84
django-test-plus,80
flask-compress,83
mwparserfromhell,79
breathe,80
networkit,80
splinter,80
tensorflow-recommenders,77
unicorn,80
albumentations,82
wordcloud,82
xhtml2pdf,82
azure-mgmt-extendedlocation,85
azure-mgmt-logic,80
azure-mgmt-subscription,80
dotnetcore2,80
num2words,80
sshtunnel,80
incremental,80
mmh3,80
pgpy,80
dominate,80
grpclib,81
inject,77
palettable,80
folium,80
python-levenshtein,84
parsel,82
path,77
pyworld,80
django-ipware,88
dm-tree,80
flask-login,86
quinn,80
sampleproject,80
amqp,81
cycler,88
ephem,81
fabric,84
imdbpy,81
impyla,67
ipdb,81
lazy-object-proxy,81
pypika,78
pyquery,79
python3-saml,81
rtree,81
sounddevice,81
uritemplate,78
aenum,81
futures,81
iniconfig,81
lz4,81
mako,81
regex,81
termcolor,81
tifffile,81
tinycss2,81
requests-mock,77
service-identity,85
pyasn1-modules,81
sphinxcontrib-applehelp,81
sphinxcontrib-htmlhelp,81
sphinxcontrib-qthelp,81
sphinxcontrib-serializinghtml,81
decorator,78
pendulum,78
pycparser,81
python-magic,81
certbot-dns-digitalocean,84
certbot-dns-google,84
certbot-dns-rfc2136,84
dagster-airflow,81
dagster-celery-docker,81
dagster-duckdb,81
dagster-duckdb-pandas,81
dagster-duckdb-pyspark,81
dagster-ge,81
dagster-msteams,81
dagster-wandb,81
nikola,81
octoprint,81
paddlenlp,81
splunk-opentelemetry,81
tf-agents-nightly,81
wiki,81
azure-multiapi-storage,80
scandir,81
allure-pytest-bdd,84
azure-monitor-opentelemetry,81
buildbot,81
cleanlab,81
cleanvision,81
corner,77
cryptofeed,81
dp-accounting,81
environ-config,81
espnet,81
flwr,81
marqo,87
mdutils,81
mkdocs-monorepo-plugin,81
muffin,81
nemo-toolkit,84
onefuzz,81
perspective-python,81
pytorch3d,81
pytorch-triton-rocm,81
qsharp,78
qsharp-chemistry,78
quilt3,81
reflex,81
sf-hamilton,81
unicorn-binance-websocket-api,84
vineyard,81
zope,81
django-tinymce,81
salib,81
aiohttp-client-cache,81
amazon-braket-default-simulator,81
ansible-builder,81
apache-airflow-client,81
apig-wsgi,78
asyncio-mqtt,81
aws-lambda-typing,81
blacksheep,81
borgbackup,81
bumpver,81
cdk8s,81
check-jsonschema,78
cloudinary,81
cowsay,81
cvat-sdk,81
dask-jobqueue,78
databind,81
demisto-sdk,81
diffrax,81
django-baton,81
django-components,81
django-organizations,81
django-upgrade,81
dm-reverb,78
duckdb-engine,81
equinox,81
event-tracking,81
fastapi-azure-auth,81
glue-core,81
htmldate,85
ibm-secrets-manager-sdk,81
import-linter,81
json2xml,75
jupyter-ai,81
jupyter-ai-magics,81
lakefs-client,81
lazrs,81
llama-hub,81
mdformat,81
mechanicalsoup,78
megatron-core,81
metricflow,81
mkdocs-include-markdown-plugin,81
mkdocs-jupyter,81
monty,81
music21,81
mysql-replication,81
nba-api,84
nbmake,75
nylas,81
openapi-core,81
opentelemetry-exporter-gcp-trace,81
opentelemetry-propagator-gcp,81
opentelemetry-resourcedetector-gcp,78
optree,81
owslib,81
pandapower,81
piccolo,81
pulumi-gcp,81
pulumi-random,81
pulumi-tls,81
pydiscourse,81
pygitguardian,78
pyngrok,81
pyperformance,81
pyserini,81
pystac-client,81
pytenable,81
pytest-recording,79
python-amazon-sp-api,81
pywikibot,81
recipe-scrapers,81
robin-stocks,79
robotframework-tidy,81
scikit-bio,81
simple-ddl-parser,81
spectree,78
sphinx-markdown-builder,81
sqladmin,85
sqlalchemy-spanner,79
streamlit-extras,81
sumolib,81
tcod,81
thonny,81
tianshou,81
traci,81
typedload,81
u8darts,78
underthesea-core,78
usort,81
vidgear,81
vunit-hdl,81
wsgidav,81
xorbits,81
yandexcloud,81
amundsen-databuilder,81
httpie,80
aerospike,81
aioesphomeapi,81
aiosql,80
airplanesdk,81
apkid,81
awacs,84
barman,85
chameleon,81
cloudsmith-cli,81
cohere,81
curtsies,81
cwl-utils,81
dbt-fal,81
dimod,81
django-admin-tools,85
django-classy-tags,81
django-jinja,81
django-mongoengine,81
django-post-office,81
docformatter,81
dvc-objects,81
easypost,84
eql,81
eth-tester,80
fireant,81
flyteidl,81
google-cloud-appengine-admin,78
google-cloud-filestore,78
google-cloud-org-policy,78
google-cloud-run,81
gvm-tools,81
hail,81
healpy,81
ipinfo,81
lancedb,85
libnacl,80
meraki,81
meshtastic,81
mitoinstaller,81
mkdocs-techdocs-core,81
neomodel,85
ngrok,81
peewee-async,81
plivo,81
pocketsphinx,77
pybit,81
pyclean,81
pynetbox,81
pypiserver,85
pysigma,81
pytest-cpp,81
pytest-docker,81
pytest-print,81
pytest-regressions,81
pytest-remotedata,81
pyxnat,81
quark-engine,81
rasa-sdk,81
reportportal-client,79
rpaframework-aws,81
rpaframework-google,81
rpaframework-recognition,81
rpaframework-windows,81
rstcheck,81
schemachange,81
scrapyrt,81
shiny,81
sphinx-gallery,81
storage3,81
tmuxp,78
traits,81
twisted-iocpsupport,79
uharfbuzz,81
willow,79
yubikey-manager,81
zope-sqlalchemy,81
aim,84
aws-lambda-builders,81
aws-parallelcluster,81
azure-kusto-ingest,89
beanie,87
clearml,81
cloudformation-cli,87
datasketches,81
deepchecks,81
erroranalysis,81
gpt-index,81
kedro-viz,81
klein,81
mmcv,81
nbdime,81
neuralprophet,81
news-please,81
nni,81
openvino,81
openvino-dev,81
pai-easycv,81
pedalboard,81
perfetto,81
presidio-analyzer,81
prisma,81
protoc-gen-validate,81
pyscf,78
raiutils,81
responsibleai,81
stumpy,81
tslearn,81
fastcore,82
deepl,82
deep-translator,82
django-rq,82
dlib,82
dunamai,82
frida,82
git-remote-codecommit,82
huey,82
insightface,75
internetarchive,82
lief,82
nbqa,77
netmiko,76
ntc-templates,82
pyldavis,79
pyroute2,76
pysimplegui,82
python-stdnum,82
scikit-survival,85
sigmatools,82
tensorflow-model-optimization,85
walrus,82
wxpython,80
zstandard,82
autovizwidget,82
bqplot,82
codecarbon,82
dbl-tempo,82
deeplake,82
django-colorfield,82
django-money,82
dm-haiku,82
fpdf2,82
fugue,82
funcx,88
great-expectations-experimental,82
hdijupyterutils,82
jupyterlab-nvdashboard,82
nbsphinx,82
neptune-client,82
nncf,82
opencv-contrib-python-headless,82
pact-python,88
redis-om,82
scrapyd,82
singer-sdk,82
stanza,82
statsforecast,82
tf2onnx,82
trl,82
kazoo,82
dagster-pandas,82
aiofile,82
apprise,85
argh,82
auth0-python,82
bardapi,82
bitstring,82
bootstrap-flask,82
canmatrix,80
casbin,82
chess,82
clevercsv,82
cloudpathlib,82
control,82
cornac,82
devtools,82
discord-webhook,80
django-graphql-jwt,80
django-hijack,85
django-lifecycle,82
django-object-actions,82
django-timezone-field,82
django-webpack-loader,82
ec2-metadata,85
eth-account,79
fastapi-users,82
feature-engine,82
flake8-isort,82
flask-apscheduler,82
giturlparse,82
gpy,82
hdfs,82
imap-tools,80
keras-core,82
langsmith,85
launchdarkly-server-sdk,82
linearmodels,82
llama-cpp-python,82
mecab-python3,82
nanobind,82
ninja,82
openai-whisper,82
paddle2onnx,82
poetry-dynamic-versioning,82
psycopg-c,80
py7zr,82
pydantic-settings,82
pydeps,82
pyjnius,85
pysam,85
pytest-check,82
pyudev,80
pywebview,82
pywinpty,82
pyzabbix,77
rarfile,82
rembg,82
reorder-python-imports,82
rich-argparse,82
rpy2,82
s3path,82
smbprotocol,82
ta-lib,79
tensorboard-plugin-profile,82
testfixtures,82
tox-gh-actions,74
xlwings,82
xmlschema,82
zope-deprecation,82
ray,82
aioitertools,82
sniffio,82
artifacts-keyring,82
bellows,82
click-default-group,80
ecs-logging,82
jsbeautifier,80
jupyter-ydoc,85
port-for,79
posthog,82
protego,79
pyclipper,82
pyinstaller-hooks-contrib,82
pypdfium2,82
pysubnettree,77
pytest-icdiff,82
pytest-localserver,82
python-lsp-jsonrpc,82
readthedocs-sphinx-ext,82
sqlalchemy-continuum,85
sudachidict-core,80
tensorflow-metadata,82
zigpy-deconz,82
autograd,80
azureml-sdk,82
azure-storage-common,83
cog,88
datamodel-code-generator,88
flower,82
google-pasta,82
mlxtend,82
netcdf4,82
numpyro,82
pymilvus,82
supervisor,82
terminado,82
timm,82
ydata-profiling,82
cuda-python,82
gpustat,82
parameterized,82
requests-futures,82
wcwidth,85
cairosvg,82
datetime,79
diff-cover,82
geventhttpclient,82
influxdb-client,82
snowflake-sqlalchemy,82
timezonefinder,82
aioconsole,82
confection,82
contourpy,82
cssselect,82
gitdb,85
keyrings-google-artifactregistry-auth,82
libclang,82
ppft,82
python-multipart,84
tiktoken,82
zipp,82
cached-property,82
nose,82
django-bootstrap5,82
docopt-ng,82
oso,78
flask-babel,85
comm,82
configparser,81
cymem,82
preshed,82
sphinxcontrib-devhelp,82
freezegun,82
jmespath,82
django-allow-cidr,82
logdna,82
morecantile,82
pytest-reportportal,81
shimmy,82
stream-chat,82
ubelt,82
azure-ai-anomalydetector,83
azure-appconfiguration-provider,83
azure-communication-email,83
azure-communication-identity,83
cu2qu,83
lixi,83
mlagents,83
mlagents-envs,83
obspy,83
chalice,83
lifelines,82
azure-datalake-store,89
pep517,82
prometheus-flask-exporter,85
python-slugify,83
python-keycloak,83
textacy,77
boltons,83
arpeggio,80
comtypes,83
django-bootstrap3,83
django-prometheus,83
django-treebeard,85
esptool,83
fastapi-mail,83
flasgger,83
flask-dance,83
flynt,83
loralib,83
prometheus-fastapi-instrumentator,83
pyperf,83
pyscaffold,80
pystan,85
robotframework-requests,80
torchdata,90
amundsen-common,83
asyncache,83
mailchimp-marketing,83
mailchimp-transactional,83
py-cord,77
pyre-check,83
types-appdirs,83
types-atomicwrites,83
types-emoji,83
types-termcolor,77
types-xxhash,83
requests-aws4auth,83
aioquic,80
awscli-local,83
dataset,80
django-mptt,88
django-waffle,89
flask-talisman,83
packageurl-python,83
rlbot,80
aiopg,83
azure-kusto-data,89
fiftyone-db,80
google-cloud-texttospeech,97
libsass,83
moderngl,83
monkeytype,83
nbclassic,83
opencensus-ext-flask,83
sparse,83
platformio,83
ecdsa,81
mccabe,83
python-jose,83
annoy,83
clickhouse-driver,85
mss,83
tinydb,83
biopython,83
evaluate,83
pydeck,83
hiredis,83
autobahn,83
beartype,83
cytoolz,83
hypercorn,80
lmdb,78
multipledispatch,83
plotnine,83
pysnooper,83
schedule,88
applicationinsights,83
bidict,83
eventlet,83
flask-restx,83
googlemaps,83
munch,80
channels-redis,83
django-celery-beat,83
gcovr,83
google-crc32c,83
pbr,83
pulp,83
pycurl,83
pytest-bdd,83
waitress,87
wand,83
db-dtypes,83
functions-framework,83
einops,88
flask-jwt-extended,88
pypandoc,84
python-utils,84
shortuuid,84
pyasn1,84
itsdangerous,87
kafka-python,84
patsy,84
toml,84
zeep,84
backoff,77
graphviz,84
pexpect,84
pynacl,81
pyrsistent,84
schema,84
uvloop,84
apache-bookkeeper-client,84
cwltool,84
flipper-client,84
galaxy-tool-util,90
kinto,84
kwimage,84
mlpack,84
opentelemetry-instrumentation-boto3sqs,87
opentelemetry-instrumentation-falcon,84
opentelemetry-instrumentation-httpx,87
opentelemetry-instrumentation-jinja2,87
opentelemetry-instrumentation-pymongo,87
opentelemetry-instrumentation-pymysql,87
opentelemetry-instrumentation-remoulade,84
opentelemetry-instrumentation-sklearn,87
protoc-wheel-0,84
thumbor,81
toga-core,84
torchserve,84
types-flask-sqlalchemy,84
django-pipeline,84
scp,87
adbc-driver-manager,84
allure-robotframework,84
amazon-braket-sdk,84
apache-ranger,84
asciinema,81
bioregistry,84
boto3-stubs-lite,84
cdk-monitoring-constructs,81
colour-science,84
css-inline,84
dbt-tests-adapter,84
djangochannelsrestframework,84
doccano,84
elastalert2,78
firebase-functions,81
google-vizier,84
highlight-io,78
intel-extension-for-pytorch,84
jsf,81
jupyterlab-lsp,87
kfp-dsl,84
libtorrent,84
lightning-bolts,81
md-toc,84
meltano,84
movingpandas,84
mssql-django,84
mypy-boto3,84
mypy-boto3-acm,84
mypy-boto3-appconfig,84
mypy-boto3-application-autoscaling,81
mypy-boto3-autoscaling,84
mypy-boto3-batch,84
mypy-boto3-cloudfront,84
mypy-boto3-cloudtrail,84
mypy-boto3-cloudwatch,84
mypy-boto3-codeartifact,84
mypy-boto3-codebuild,84
mypy-boto3-codepipeline,84
mypy-boto3-cognito-idp,84
mypy-boto3-ecs,84
mypy-boto3-efs,84
mypy-boto3-eks,84
mypy-boto3-elbv2,84
mypy-boto3-emr,84
mypy-boto3-es,84
mypy-boto3-firehose,84
mypy-boto3-guardduty,84
mypy-boto3-identitystore,84
mypy-boto3-kinesis,84
mypy-boto3-kms,84
mypy-boto3-lakeformation,84
mypy-boto3-logs,84
mypy-boto3-opensearch,84
mypy-boto3-organizations,84
mypy-boto3-pinpoint,84
mypy-boto3-pricing,84
mypy-boto3-ram,84
mypy-boto3-resourcegroupstaggingapi,84
mypy-boto3-route53,84
mypy-boto3-sagemaker,84
mypy-boto3-sagemaker-runtime,84
mypy-boto3-securityhub,84
mypy-boto3-ses,84
mypy-boto3-sns,84
mypy-boto3-sso,84
mypy-boto3-sso-admin,84
mypy-boto3-wafv2,84
nicegui,87
open-spiel,84
pulumi-aws,84
pulumi-docker,84
pulumi-kubernetes,84
pycln,84
pygls,87
python-doctr,84
qiskit-ibm-provider,84
qiskit-ibm-runtime,84
rioxarray,84
river,87
scylla-driver,87
selenium-base,84
shillelagh,84
starlette-admin,84
syft,78
syrupy,84
torchio,84
torch-tensorrt,84
types-aiobotocore,84
types-aiobotocore-acm,84
types-aiobotocore-cloudformation,84
types-aiobotocore-dynamodb,84
types-aiobotocore-elbv2,84
types-aiobotocore-s3,84
types-aiobotocore-sqs,84
vineyard-bdist,84
visidata,84
vyper,87
weblate,84
wily,81
windmill-api,84
zenml,84
automat,81
jpype1,84
jsonpatch,84
jsonpointer,85
mdit-py-plugins,83
tblib,87
adafruit-platformdetect,84
adyen,84
ahocorasick-rs,81
alibi,81
alibi-detect,81
angr,84
awsiotsdk,84
b2,84
b2sdk,84
c7n-azure,84
cdk-serverless-clamscan,87
chainlit,84
cognite-sdk,87
contentful-management,84
copulas,84
crytic-compile,84
dask-cuda,84
dask-kubernetes,84
datadog-lambda,84
dataprofiler,84
dbt-athena-community,84
dbt-trino,84
distrax,81
django-auth-ldap,81
django-mailer,84
django-multitenant,84
django-types,84
django-user-accounts,88
dlt,84
dvc-data,84
dvc-studio-client,84
eland,84
eth-ape,84
evalml,84
fava,84
flagsmith,84
fontmake,81
gcloud-aio-bigquery,88
gcloud-aio-pubsub,84
gcloud-rest-auth,84
geoviews,84
glean-parser,84
google-cloud-asset,81
google-cloud-bigquery-reservation,93
google-cloud-error-reporting,81
google-cloud-os-config,93
google-cloud-scheduler,93
google-events,84
google-generativeai,84
gotrue,84
graphene-django-optimizer,82
hcloud,84
hivemind,84
httpbin,84
ibm-platform-services,84
ifcopenshell,84
iminuit,81
iommi,81
juju,84
jupyterlab-vim,84
jupyterlite,84
keras-cv,84
laspy,84
linear-operator,84
linode-api4,84
localstack-client,84
lsprotocol,84
magicgui,81
meilisearch,84
mplhep,84
napari,81
neuralforecast,84
nglview,81
nnabla,84
nornir,84
nvtabular,84
onnxruntime-extensions,84
opencolorio,84
openllm,84
opentok,84
ops,84
pi-heif,84
pillow-heif,84
pyangbind,84
pymavlink,84
pyreadstat,84
pytest-ansible,84
pytest-embedded-qemu,81
pytest-embedded-serial,81
python-for-android,84
python-on-whales,84
pyvo,84
radish-bdd,87
razorpay,84
rdiff-backup,84
rdk,84
rdt,84
replicate,84
roboflow,84
robotframework-ride,84
schema-salad,84
scvi-tools,84
sdmetrics,84
sdv,84
skforecast,84
softlayer,84
spglib,84
sphinx-automodapi,84
sshfs,84
stestr,84
superqt,84
tbb4py,81
titiler,84
tutor,84
uniswap-python,84
wiremock,84
woodwork,84
xtgeo,84
zenpy,88
certbot-apache,87
certbot-dns-cloudflare,87
certbot-dns-route53,87
certbot-nginx,87
dagster-airbyte,84
dagster-aws,88
dagster-azure,84
dagster-celery,84
dagster-celery-k8s,84
dagster-databricks,84
dagster-datadog,84
dagster-docker,84
dagster-gcp,84
dagster-k8s,84
dagster-pagerduty,84
dagster-pandera,84
dagster-postgres,84
dagster-pyspark,84
dagster-shell,84
dagster-slack,84
dagster-snowflake,84
dagster-snowflake-pandas,84
dagster-webserver,84
jina,84
kedro,84
label-studio,84
mmengine,84
mmsegmentation,84
nipype,80
paddlepaddle,84
pyocd,84
tf-agents,81
tf-models-nightly,84
types-jack-client,84
wasabi,83
adversarial-robustness-toolbox,84
allure-behave,84
coremltools,84
data-diff,90
ete3,84
fiftyone,84
flexget,84
graphscope-client,84
hacking,84
jupyterlab-git,84
mailchecker,84
mapie,84
nevergrad,84
pypinyin,84
quart,87
retworkx,84
rustworkx,88
speechbrain,84
wemake-python-styleguide,84
zappa,84
geojson,86
mongoengine,86
pooch,83
invoke,85
tabulate,80
aqtinstall,85
asammdf,85
asyncua,85
darker,83
darts,82
datadog-api-client,85
dbt-bigquery,85
dbt-redshift,85
dbt-snowflake,85
dbt-spark,85
dgl,85
disposable-email-domains,85
django-admin-interface,79
django-admin-rangefilter,85
django-anymail,88
django-autocomplete-light,82
django-grappelli,85
django-otp,85
djangorestframework-stubs,88
django-reversion,85
dowhy,85
etils,87
fastapi-pagination,85
flake8-comprehensions,85
flask-api,85
flet,85
flet-core,85
flet-runtime,85
flit,85
fontawesomefree,83
fschat,85
ggshield,82
google-cloud-audit-log,88
gptcache,85
interpret,85
interpret-core,85
jaxtyping,85
jc,85
keras-nightly,85
keystonemiddleware,85
limits,82
marshmallow-dataclass,85
neo4j-driver,85
ocrmypdf,85
okta,85
openapi-schema-validator,85
openapi-spec-validator,88
oracledb,85
osmnx,85
pandasai,85
pgmpy,82
pip-licenses,85
pyglove,85
pygraphviz,85
pymisp,85
pyserde,85
pytest-httpx,85
python-binance,85
python-engineio,85
python-igraph,85
python-statemachine,85
qiniu,85
scalene,85
scikit-build,85
solc-select,85
sqlite-utils,85
sqllineage,85
tabula-py,85
tensorflow-ranking,85
tensorrt,85
trafilatura,85
trino,88
trustme,85
typesense,85
types-jmespath,90
typos,85
unearth,85
ytmusicapi,85
z3-solver,85
azure-loganalytics,85
azure-mgmt-advisor,85
azure-mgmt-batchai,85
azure-mgmt-billing,85
azure-mgmt-cdn,88
azure-mgmt-consumption,85
azure-mgmt-databoxedge,85
azure-mgmt-datalake-analytics,85
azure-mgmt-datamigration,85
azure-mgmt-devtestlabs,88
azure-mgmt-eventgrid,85
azure-mgmt-hdinsight,85
azure-mgmt-iotcentral,85
azure-mgmt-iothubprovisioningservices,85
azure-mgmt-loganalytics,85
azure-mgmt-managedservices,85
azure-mgmt-managementgroups,85
azure-mgmt-marketplaceordering,88
azure-mgmt-policyinsights,85
azure-mgmt-rdbms,88
azure-mgmt-relay,85
azure-mgmt-servicefabric,85
azure-mgmt-servicefabricmanagedclusters,85
azure-mgmt-servicelinker,85
azure-mgmt-sql,88
azure-mgmt-sqlvirtualmachine,85
azure-mgmt-synapse,85
azure-synapse-accesscontrol,85
azure-synapse-managedprivateendpoints,85
azure-synapse-spark,85
onnx,85
ansible-compat,85
array-record,85
asv,85
auto-gptq,85
bc-detect-secrets,85
cantools,85
clickhouse-connect,85
cos-python-sdk-v5,85
cx-freeze,85
databricks-sdk,85
datacompy,85
dbt-duckdb,85
dbx,85
django-admin-sortable2,85
django-modeltranslation,85
djangorestframework-jsonapi,88
django-sql-explorer,85
eth-abi,85
eth-utils,85
fairlearn,85
google-cloud-dataflow-client,82
hubspot-api-client,85
in-toto,85
lazy-loader,85
m3u8,85
maxminddb,85
mitogen,82
mkdocs-autorefs,83
ml-dtypes,85
plexapi,85
policyuniverse,85
pony,85
portpicker,85
pyairtable,85
pyecharts,85
pytest-env,85
python-rapidjson,85
red-discordbot,90
replit,85
result,83
ropgadget,85
rpaframework,85
rpaframework-core,85
rpaframework-pdf,85
rq-dashboard,85
skorch,85
sqlalchemy-mixins,83
tfx-bsl,85
tree-sitter,85
versioneer,85
xyzservices,85
zigpy-znp,85
facebook-business,85
google-cloud-pipeline-components,85
jupyter-console,85
librosa,85
pynndescent,85
python-can,85
trimesh,82
cx-oracle,85
asyncssh,86
dash-bootstrap-components,85
databricks-sql-connector,85
flask-httpauth,85
fugue-sql-antlr,85
gtts,88
hatch,80
nose2,85
opencv-contrib-python,85
opentelemetry-instrumentation-requests,91
pint,85
prospector,82
python-swiftclient,86
tensorflow-hub,85
tweepy,85
weasyprint,85
delta-spark,85
aiosignal,85
aliyun-python-sdk-core,88
billiard,85
configargparse,85
diskcache,85
distlib,84
distro,85
django-celery-results,85
django-ses,82
fastjsonschema,85
flask-wtf,94
grpc-google-iam-v1,85
jellyfish,85
jupyter-server-terminals,85
litellm,82
mysqlclient,85
oss2,85
pathspec,85
pikepdf,85
portalocker,85
psycopg,85
psycopg-binary,83
psycopg-pool,83
pyathena,85
pydocstyle,85
pydriller,85
pyfiglet,85
pyhcl,85
pyhive,85
pyinstrument,85
pymdown-extensions,85
pymupdf,88
pymupdfb,85
