Package,Overall,FinalRiskScore,Score,Id,Label,Degree,Pageranks,Eigencentrality,In_reach
backports-functools-lru-cache,4.89,0.780299059,75,4286,backports-functools-lru-cache-1.6.4,3,5.3e-05,0.00139,1
inquirer,4.89,0.820782724,86,1738,inquirer-3.1.3,8,6.5e-05,0.00233,7
rtree,4.89,0.86258521,81,1544,rtree-1.0.1,6,9.1e-05,0.00283,1
google-cloud-pipeline-components,4.89,0.633362505,85,3737,google-cloud-pipeline-components-1.0.42,8,3.5e-05,0.0,149
databases,4.89,0.733877107,87,10549,databases-0.7.0,2,4.9e-05,0.00048,3
onnxmltools,4.89,0.746143232,71,13337,onnxmltools-1.11.2,4,3.7e-05,0.00046,20
asteval,4.89,0.756814625,76,3945,asteval-0.9.29,2,4.7e-05,0.00098,1
azure-iot-device,4.89,0.617857289,71,1576,azure-iot-device-2.12.0,8,3.6e-05,0.00046,36
grafanalib,4.89,0.580414526,80,5369,grafanalib-0.5.14,2,5e-05,0.00046,2
docker-py,4.89,0.485767502,72,7574,docker-py-1.10.6,6,6.7e-05,0.00091,31
sqlalchemy,4.86,0.223702889,100,808,sqlalchemy-2.0.9,105,0.000923,0.04865,3
aiosignal,4.86,0.648895329,85,61,aiosignal-1.3.1,6,0.000205,0.00777,2
rapidfuzz,4.86,0.6027596,91,989,rapidfuzz-2.15.1,4,0.000232,0.00192,1
sentencepiece,4.86,0.629722311,92,2414,sentencepiece-0.1.98,8,6.1e-05,0.00372,1
ecdsa,4.86,0.603893034,81,732,ecdsa-0.18.0,20,0.000243,0.00917,2
firebase-admin,4.86,0.602244847,91,1256,firebase-admin-6.1.0,8,5.5e-05,0.00091,84
nibabel,4.86,0.843481875,83,848,nibabel-4.0.2,4,3.8e-05,0.00046,4
google-cloud-asset,4.86,0.745429546,81,4790,google-cloud-asset-3.19.0,7,3.5e-05,0.0,55
greenlet,4.84,0.548385084,91,809,greenlet-2.0.2,24,0.0014,0.01547,1
jedi,4.84,0.827410856,94,473,jedi-0.18.2,10,0.000117,0.0059,2
bleach,4.84,0.700609564,97,200,bleach-6.0.0,13,8.4e-05,0.00586,3
behave,4.84,0.720314872,71,1359,behave-1.2.6,8,9.7e-05,0.00231,4
channels,4.84,0.660216023,89,1192,channels-2.4.0,4,4.5e-05,0.00046,30
pdoc,4.84,0.739038915,88,3704,pdoc-13.1.0,5,3.9e-05,0.00091,7
mock-alchemy,4.84,0.818673725,72,8304,mock-alchemy-0.2.6,2,3.6e-05,0.00046,4
keyring,4.81,0.843216525,88,187,keyring-23.13.1,30,0.00022,0.01125,16
smart-open,4.81,0.640032384,94,372,smart-open-6.3.0,14,9.3e-05,0.00403,84
identify,4.81,0.565114526,91,3016,identify-2.5.22,4,6.1e-05,0.00196,1
datasets,4.81,0.625855725,97,1911,datasets-2.11.0,23,7.8e-05,0.00368,71
globus-sdk,4.81,0.757419614,88,1322,globus-sdk-3.19.0,14,0.000187,0.00514,31
mkdocs,4.81,0.535289559,94,10338,mkdocs-1.4.2,14,7.5e-05,0.00238,17
pikepdf,4.81,0.588028877,85,3990,pikepdf-7.2.0,6,5.5e-05,0.00091,7
petl,4.81,0.709899682,91,1634,petl-1.7.12,2,4e-05,0.00096,1
prawcore,4.81,0.763753818,81,2882,prawcore-2.3.0,2,5.2e-05,0.00055,28
pip,4.78,0.446073866,96,641,pip-23.1,33,0.000527,0.01697,1
virtualenv,4.78,0.590201526,100,365,virtualenv-20.21.0,21,0.000147,0.00782,6
jsonschema,4.78,0.566904786,91,95,jsonschema-4.17.3,118,0.0008,0.05165,18
wcwidth,4.78,0.704142681,85,481,wcwidth-0.2.6,23,0.001198,0.01344,1
markdown,4.78,0.859538872,100,289,markdown-3.4.3,52,0.0006,0.02466,1
tornado,4.78,0.551278058,94,128,tornado-6.2,53,0.000596,0.028,1
fastapi,4.78,0.509274366,88,716,fastapi-0.95.1,29,0.000127,0.00852,40
argcomplete,4.78,0.722857057,91,2513,argcomplete-1.12.3,1,4.5e-05,0.00046,1
pip-tools,4.78,0.5123354,100,9535,pip-tools-6.13.0,8,4.1e-05,0.00094,10
icalendar,4.78,0.70925116,91,807,icalendar-5.0.5,6,6.8e-05,0.0019,5
libtmux,4.78,0.743729415,85,10670,libtmux-0.21.1,1,4.2e-05,0.00046,1
cerberus,4.76,0.730056999,88,1092,cerberus-1.3.4,6,7.1e-05,0.00233,2
xsdata,4.76,0.70645559,78,10417,xsdata-22.12,1,5.2e-05,0.00048,1
itables,4.76,0.792699301,76,3827,itables-1.4.5,4,3.6e-05,0.00046,25
extensionclass,4.76,0.603321003,81,8338,extensionclass-5.0,6,0.000106,0.00297,1
jaraco-classes,4.73,0.64858105,78,195,jaraco-classes-3.2.3,5,0.000109,0.00242,2
google-cloud-bigquery,4.73,0.692894368,100,1754,google-cloud-bigquery-3.9.0,18,7.5e-05,0.00329,70
isort,4.73,0.638005231,91,2603,isort-5.12.0,10,0.000105,0.00482,1
jupyter-client,4.73,0.553183333,97,465,jupyter-client-8.2.0,25,0.000155,0.01069,10
kubernetes,4.73,0.538624518,97,3745,kubernetes-25.3.0,13,4.3e-05,0.00096,51
shapely,4.73,0.477426178,88,1547,shapely-2.0.1,41,0.000271,0.01883,3
tox,4.73,0.758437925,97,4564,tox-4.4.12,12,7.6e-05,0.00094,14
sphinxcontrib-serializinghtml,4.73,0.671641247,81,1233,sphinxcontrib-serializinghtml-1.1.5,10,0.000125,0.00576,1
sphinxcontrib-htmlhelp,4.73,0.72586338,81,1230,sphinxcontrib-htmlhelp-2.0.1,7,8e-05,0.00423,1
sphinxcontrib-applehelp,4.73,0.717229958,81,1228,sphinxcontrib-applehelp-1.0.4,7,8e-05,0.00423,1
sphinxcontrib-devhelp,4.73,0.671641247,82,1229,sphinxcontrib-devhelp-1.0.2,9,8.3e-05,0.00519,1
sphinxcontrib-qthelp,4.73,0.671641247,81,1232,sphinxcontrib-qthelp-1.0.3,9,8.3e-05,0.00519,1
brotli,4.73,0.568848542,97,68,brotli-1.0.9,19,0.000415,0.01508,1
celery,4.73,0.586074,94,3522,celery-5.2.7,18,9.8e-05,0.00411,18
bandit,4.73,0.701251777,95,12112,bandit-1.7.5,5,4.3e-05,0.00048,15
graphene,4.73,0.673737466,91,1203,graphene-2.1.9,22,0.000253,0.00845,7
google-cloud-trace,4.73,0.751595009,85,11164,google-cloud-trace-1.11.1,3,3.5e-05,0.0,51
tempora,4.73,0.691963829,74,3092,tempora-5.2.2,5,0.000114,0.00146,4
sphinxcontrib-websupport,4.73,0.671641247,79,6101,sphinxcontrib-websupport-1.2.4,6,4.9e-05,0.0024,2
pyro-ppl,4.73,0.550201233,91,6743,pyro-ppl-1.8.4,10,5.3e-05,0.00139,68
rich-click,4.73,0.623207148,71,1912,rich-click-1.6.1,10,6.8e-05,0.00322,12
param,4.73,0.604805672,77,6242,param-1.13.0,7,0.000201,0.00359,1
aiomysql,4.73,0.71658393,86,5420,aiomysql-0.0.21,2,4.2e-05,0.00046,2
pyvisa,4.73,0.593845803,78,3979,pyvisa-1.13.0,4,5.8e-05,0.00139,2
ibis-framework,4.73,0.552319586,93,9782,ibis-framework-1.4.0,8,4.1e-05,0.00094,13
casbin,4.73,0.731365419,82,8587,casbin-1.9.3,3,6.5e-05,0.00046,4
python-dateutil,4.7,0.838665925,86,14,python-dateutil-2.8.2,404,0.005547,0.233324,3
imageio,4.7,0.709105247,91,376,imageio-2.27.0,36,0.000186,0.01401,10
flax,4.7,0.69106403,94,6533,flax-0.6.9,11,5.7e-05,0.00091,38
gtts,4.7,0.610632281,88,3367,gtts-2.3.1,5,7e-05,0.00137,29
immutables,4.7,0.762041104,88,5175,immutables-0.19,1,3.7e-05,0.00046,1
pint,4.7,0.684152867,85,1427,pint-0.20.1,19,0.000154,0.00906,1
google-auth,4.68,0.701580505,100,613,google-auth-2.17.3,77,0.001078,0.04439,7
alembic,4.68,0.669175488,94,6403,alembic-1.10.3,26,0.000105,0.00958,10
humanize,4.68,0.581137313,91,884,humanize-4.4.0,1,4.5e-05,0.00062,1
phonenumbers,4.68,0.588493152,91,2787,phonenumbers-8.12.50,1,6.5e-05,0.00046,1
jellyfish,4.68,0.628239147,85,3384,jellyfish-0.11.2,1,3.8e-05,0.00046,1
cvxpy,4.68,0.524027777,88,3258,cvxpy-1.3.1,18,8.9e-05,0.00411,16
python-sonarqube-api,4.68,0.762477543,77,11889,python-sonarqube-api-1.2.1,2,4.2e-05,0.00046,21
websocket-client,4.65,0.598535156,97,512,websocket-client-1.5.1,44,0.000421,0.02213,1
more-itertools,4.65,0.575406957,94,199,more-itertools-9.1.0,37,0.000486,0.01789,1
bcrypt,4.65,0.726182076,88,555,bcrypt-4.0.1,20,0.000337,0.01093,1
elasticsearch,4.65,0.542606923,100,2313,elasticsearch-7.17.9,7,6.2e-05,0.0019,34
kafka-python,4.65,0.678020028,84,7131,kafka-python-2.0.2,2,4.6e-05,0.00091,1
google-cloud-logging,4.65,0.721365464,94,2008,google-cloud-logging-3.5.0,10,7.5e-05,0.00137,64
lark,4.65,0.712667054,88,1840,lark-1.1.5,6,0.000167,0.0034,1
librosa,4.65,0.688671585,85,7594,librosa-0.9.2,12,4.1e-05,0.00046,51
asyncpg,4.65,0.704354969,88,1747,asyncpg-0.27.0,7,8.8e-05,0.00373,1
protego,4.65,0.778563753,79,1529,protego-0.2.1,3,4.1e-05,0.001,2
lizard,4.65,0.738034329,69,5221,lizard-1.17.10,1,4.6e-05,0.00048,1
lark-parser,4.65,0.710830481,70,397,lark-parser-0.12.0,4,0.000105,0.0019,1
numpydoc,4.65,0.579132031,88,3790,numpydoc-1.5.0,7,5e-05,0.00233,48
htbuilder,4.65,0.685121156,76,9634,htbuilder-0.6.1,1,3.5e-05,0.0,2
google-cloud-storage,4.62,0.710825813,94,1258,google-cloud-storage-2.8.0,27,0.000194,0.01072,62
pyzmq,4.62,0.530916382,97,406,pyzmq-25.0.2,31,0.000273,0.01672,1
llvmlite,4.62,0.551658628,91,284,llvmlite-0.39.1,3,0.000115,0.00241,1
tensorboardx,4.62,0.650268131,79,363,tensorboardx-2.6,8,4.8e-05,0.00242,4
django-model-utils,4.62,0.707743198,87,5553,django-model-utils-4.3.1,3,4.3e-05,0.00091,5
rioxarray,4.62,0.609049237,84,1543,rioxarray-0.14.1,9,4.4e-05,0.00137,110
clvm-tools,4.62,0.773214659,65,5032,clvm-tools-0.4.6,3,4.1e-05,0.00046,5
pyopenssl,4.59,0.687555257,96,142,pyopenssl-23.1.1,51,0.000872,0.02963,7
build,4.59,0.767533877,94,4671,build-0.10.0,9,6.8e-05,0.0029,4
huggingface-hub,4.59,0.713565762,100,1915,huggingface-hub-0.13.4,21,0.000113,0.00733,34
geopy,4.59,0.671641247,97,547,geopy-2.3.0,12,9.3e-05,0.00512,2
funcx,4.59,0.741881957,88,10629,funcx-1.0.13,10,4.9e-05,0.00048,48
tensorflow-probability,4.59,0.576844418,97,3535,tensorflow-probability-0.19.0,14,6.2e-05,0.0019,11
numpyro,4.59,0.577251721,82,11842,numpyro-0.11.0,6,4.2e-05,0.00046,16
aws-cdk-core,4.59,0.440770415,90,9371,aws-cdk-core-1.198.1,29,0.000144,0.01155,18
aws-cdk-aws-iam,4.59,0.439249359,90,9369,aws-cdk-aws-iam-1.198.1,25,0.000112,0.00921,19
pyerfa,4.59,0.611799076,65,831,pyerfa-2.0.0.3,7,0.000177,0.00465,4
aws-cdk-aws-kms,4.59,0.439249359,90,9384,aws-cdk-aws-kms-1.198.1,18,6.8e-05,0.005,20
aws-cdk-aws-events,4.59,0.439249359,90,9383,aws-cdk-aws-events-1.198.1,10,4.8e-05,0.00201,20
aws-cdk-aws-lambda,4.59,0.439249359,90,9370,aws-cdk-aws-lambda-1.198.1,24,4e-05,0.00046,39
aws-cdk-aws-cloudwatch,4.59,0.439249359,90,9377,aws-cdk-aws-cloudwatch-1.198.1,12,5.3e-05,0.00295,20
aws-cdk-aws-logs,4.59,0.439249359,90,9385,aws-cdk-aws-logs-1.198.1,12,3.9e-05,0.00098,26
aws-cdk-aws-efs,4.59,0.439249359,90,9382,aws-cdk-aws-efs-1.198.1,11,3.6e-05,0.00048,29
art,4.59,0.786091834,88,3866,art-5.9,4,8e-05,0.00187,1
asdf,4.59,0.588786766,87,3358,asdf-2.15.0,18,0.000135,0.00341,31
hcloud,4.59,0.75993556,84,292,hcloud-1.19.0,4,6e-05,0.00091,31
arrow,4.57,0.659191871,94,514,arrow-1.2.3,26,0.000324,0.01189,4
cattrs,4.57,0.743856859,93,1641,cattrs-22.2.0,16,0.000164,0.00666,5
types-pyyaml,4.57,0.548265657,97,3899,types-pyyaml-6.0.12.9,4,5.2e-05,0.00187,1
dataclasses-json,4.57,0.739939059,88,2303,dataclasses-json-0.5.7,11,0.000103,0.00372,13
types-requests,4.57,0.546815019,97,868,types-requests-2.28.11.17,11,8.3e-05,0.00481,2
mpmath,4.57,0.695357159,87,273,mpmath-1.3.0,16,0.00047,0.00808,1
db-dtypes,4.57,0.796416893,83,2668,db-dtypes-1.1.1,9,4.1e-05,0.00096,21
trio,4.57,0.625165286,94,1568,trio-0.22.0,22,0.000385,0.0074,10
outcome,4.57,0.799073753,78,1569,outcome-1.2.0,5,9.5e-05,0.00172,3
types-pytz,4.57,0.54845514,97,5412,types-pytz-2023.3.0.0,2,7.5e-05,0.00094,1
google-cloud-pubsublite,4.57,0.763580232,91,7816,google-cloud-pubsublite-1.8.1,5,3.5e-05,0.0,54
bytecode,4.57,0.624194333,88,6900,bytecode-0.14.1,1,4e-05,0.00048,1
types-protobuf,4.57,0.547301879,94,1702,types-protobuf-4.22.0.2,3,6.4e-05,0.00142,1
types-python-dateutil,4.57,0.548196466,94,5411,types-python-dateutil-2.8.19.12,1,3.6e-05,0.00046,1
webdriver-manager,4.57,0.666080385,85,3794,webdriver-manager-3.8.6,6,4.6e-05,0.00091,31
polars,4.57,0.49886511,94,2347,polars-0.17.3,2,7.3e-05,0.00048,2
gql,4.57,0.734047079,88,2029,gql-3.4.0,13,0.000143,0.00229,56
types-toml,4.57,0.54881735,94,12588,types-toml-0.10.8.6,1,4.3e-05,0.00048,1
cssutils,4.57,0.743423244,77,952,cssutils-2.6.0,5,7.3e-05,0.00235,1
google-cloud-speech,4.57,0.725021669,87,6322,google-cloud-speech-2.19.0,3,3.5e-05,0.0,51
restrictedpython,4.57,0.742116775,88,8340,restrictedpython-6.0,4,4.5e-05,0.00192,1
semgrep,4.57,0.598553913,97,2561,semgrep-0.112.1,18,3.6e-05,0.00046,66
trimesh,4.57,0.569220295,82,2945,trimesh-3.21.5,6,5.5e-05,0.00231,2
folium,4.57,0.690739067,80,2842,folium-0.14.0,14,6.6e-05,0.00414,36
urwid,4.57,0.671641247,94,5929,urwid-2.1.2,10,0.00019,0.0047,1
types-pillow,4.57,0.547864651,94,12888,types-pillow-8.3.11,1,5e-05,0.00046,1
nameparser,4.57,0.743076351,88,5534,nameparser-1.1.2,1,4.5e-05,0.00046,1
types-click,4.57,0.548942808,76,2155,types-click-7.1.8,1,4.1e-05,0.00046,1
pytest-httpx,4.57,0.918823552,85,4860,pytest-httpx-0.22.0,3,4e-05,0.00046,23
pyglet,4.57,0.539687989,88,846,pyglet-2.0.5,12,0.000116,0.00555,1
imapclient,4.57,0.74342947,62,3054,imapclient-2.2.0,5,4.4e-05,0.00139,3
pyomo,4.57,0.688978987,88,3531,pyomo-6.5.0,6,6.3e-05,0.00233,2
pystac,4.57,0.722941245,87,890,pystac-0.5.6,2,3.9e-05,0.00046,4
klein,4.57,0.734998873,81,6153,klein-21.8.0,8,3.9e-05,0.00048,26
gocardless-pro,4.57,0.752663225,76,6362,gocardless-pro-1.42.0,2,3.5e-05,0.0,29
mechanicalsoup,4.57,0.603915889,78,415,mechanicalsoup-1.2.0,7,8.5e-05,0.00196,32
rsa,4.54,0.742677869,78,421,rsa-4.9,18,0.000555,0.01261,2
scipy,4.54,0.337577653,94,27,scipy-1.10.1,819,0.006276,0.396154,8
jupyter-core,4.54,0.583393962,94,466,jupyter-core-5.3.0,26,0.000215,0.01466,3
pyhamcrest,4.54,0.591003602,69,1102,pyhamcrest-2.0.4,5,7.7e-05,0.00235,1
pyramid,4.54,0.636867956,88,2960,pyramid-2.0.1,23,0.000228,0.0066,11
ntc-templates,4.54,0.670333645,82,3217,ntc-templates-3.3.0,2,4.3e-05,0.0005,4
clvm,4.54,0.773215488,70,5033,clvm-0.9.7,3,5.8e-05,0.00094,3
pymongo,4.51,0.131913145,94,886,pymongo-3.13.0,3,9.9e-05,0.0016,1
statsmodels,4.51,0.518383165,90,264,statsmodels-0.13.5,68,0.000315,0.02691,25
torchvision,4.51,0.540535121,94,561,torchvision-0.15.1,26,0.000138,0.0103,91
funcx-common,4.51,0.793814512,77,10632,funcx-common-0.0.25,2,3.9e-05,0.00048,11
multimethod,4.51,0.642956166,79,3432,multimethod-1.9.1,5,6.3e-05,0.00231,1
torchaudio,4.51,0.591131597,97,1178,torchaudio-2.0.1,3,4.4e-05,0.00091,64
questionary,4.51,0.88702411,85,2099,questionary-1.10.0,3,4.8e-05,0.00091,3
motor,4.51,0.741832536,88,865,motor-2.5.1,8,5.7e-05,0.00342,2
falcon,4.51,0.491275804,89,2901,falcon-2.0.0,1,0.000119,0.00066,1
giturlparse,4.51,0.778640241,82,3903,giturlparse-0.10.0,2,4.8e-05,0.00091,1
persistent,4.51,0.554681496,75,1926,persistent-5.0,17,0.000188,0.00786,6
pygls,4.51,0.608649079,87,4275,pygls-0.9.1,1,3.8e-05,0.00046,1
psutil,4.49,0.60049988,96,405,psutil-5.9.4,87,0.000771,0.04206,1
pynacl,4.49,0.717755926,81,556,pynacl-1.5.0,14,0.000319,0.00762,4
fonttools,4.49,0.547940771,97,8,fonttools-4.39.3,29,0.000665,0.026256,9
setuptools-scm,4.49,0.617739476,97,788,setuptools-scm-7.1.0,17,0.000126,0.00619,5
mypy,4.49,0.542346267,94,5409,mypy-1.2.0,7,8.5e-05,0.00183,4
semver,4.49,0.671645522,91,2020,semver-2.10.1,1,3.8e-05,0.00046,1
pytest-mock,4.49,0.722512692,94,4329,pytest-mock-3.3.1,2,3.8e-05,0.00046,8
jsonpickle,4.49,0.742490269,94,2502,jsonpickle-3.0.1,22,0.000271,0.01034,1
gspread,4.49,0.831808055,94,2980,gspread10-0.0.2,4,3.5e-05,0.0,85
pytest-asyncio,4.49,0.742937316,91,4859,pytest-asyncio-0.21.0,3,4.2e-05,0.00091,11
sh,4.49,0.644775943,88,2503,sh-2.0.3,12,0.000147,0.00549,1
google-cloud-vision,4.49,0.737868891,90,2394,google-cloud-vision-3.4.1,3,3.5e-05,0.0,51
kazoo,4.49,0.711655423,82,3715,kazoo-2.9.0,3,3.9e-05,0.00094,2
datasketch,4.49,0.614696603,79,8424,datasketch-1.5.9,4,4.7e-05,0.00091,9
optax,4.49,0.72611119,91,6534,optax-0.1.4,13,5.8e-05,0.00192,20
django-phonenumber-field,4.49,0.847617759,91,6337,django-phonenumber-field-7.0.2,2,4.2e-05,0.00046,5
strawberry-graphql,4.49,0.561858773,97,6087,strawberry-graphql-0.171.1,10,5e-05,0.00046,25
google-cloud-common,4.49,0.798929758,74,6844,google-cloud-common-1.2.0,4,4.2e-05,0.00046,51
torch-geometric,4.49,0.569653534,78,7974,torch-geometric-2.3.0,12,7.1e-05,0.00183,49
jupyter-server-proxy,4.49,0.727113231,84,1697,jupyter-server-proxy-3.2.2,5,7.1e-05,0.00091,85
sanic-ext,4.49,0.633465331,77,6219,sanic-ext-23.3.0,3,4.3e-05,0.00091,2
chess,4.49,0.727469549,82,6506,chess-1.9.4,1,9e-05,0.00048,1
pandas,4.46,0.820746042,93,3,pandas-2.0.0,849,0.006316,0.40139,11
billiard,4.46,0.842443724,85,3525,billiard-3.6.4.0,2,5.2e-05,0.00118,1
netaddr,4.46,0.739409448,91,3722,netaddr-0.8.0,10,0.000139,0.00618,1
logbook,4.46,0.671641247,88,4077,logbook-1.0.0,1,4.2e-05,0.00046,1
py-spy,4.46,0.607901681,78,371,py-spy-0.3.14,1,3.6e-05,0.00059,1
geojson,4.46,0.671641247,86,3301,geojson-3.0.1,7,0.000105,0.0032,1
awsiotsdk,4.46,0.610468818,84,9967,awsiotsdk-1.13.0,2,5e-05,0.00046,2
domdf-python-tools,4.46,0.657422536,70,11127,domdf-python-tools-3.6.1,7,7.8e-05,0.0024,3
spotipy,4.46,0.725925668,84,6250,spotipy-2.18.0,4,3.9e-05,0.00046,29
blosc,4.46,0.638203263,75,1431,blosc2-2.0.0,2,5.3e-05,0.00082,2
pyjnius,4.46,0.733178985,85,5767,pyjnius-1.4.2,2,7.1e-05,0.00048,2
iminuit,4.46,0.635088124,81,6738,iminuit-2.21.3,7,6e-05,0.00237,3
regex,4.43,0.382117397,81,106,regex-2023.3.23,54,0.000799,0.02727,1
portalocker,4.43,0.761851078,85,1592,portalocker-2.7.0,7,0.000111,0.00331,1
traitlets,4.43,0.631618188,94,469,traitlets-5.9.0,60,0.000813,0.03529,1
toolz,4.43,0.652151859,79,105,toolz-0.12.0,34,0.000582,0.0175,1
simplejson,4.43,0.598301688,91,395,simplejson-3.19.1,50,0.001199,0.02679,1
nltk,4.43,0.768963608,94,241,nltk-3.8.1,37,0.000379,0.01526,5
datetime,4.43,0.847643979,79,1104,datetime-5.1,24,0.000224,0.01012,4
chex,4.43,0.750200632,94,6537,chex-0.1.7,11,5.3e-05,0.00153,17
tensorflow-datasets,4.43,0.57687669,94,3660,tensorflow-datasets-4.9.2,21,6.2e-05,0.0019,56
pymdown-extensions,4.43,0.608281121,85,4724,pymdown-extensions-9.11,8,6.2e-05,0.00235,4
minio,4.43,0.70104686,91,9201,minio-7.1.14,3,3.6e-05,0.00046,13
treelib,4.43,0.676007095,85,7246,treelib-1.6.4,3,4.3e-05,0.001,2
btrees,4.43,0.535540802,71,1925,btrees-5.0,13,8.6e-05,0.00562,7
aiofiles,4.41,0.751449006,88,336,aiofiles-0.6.0,2,5e-05,0.00091,1
anyio,4.41,0.741335072,94,345,anyio-3.6.2,32,0.00087,0.01512,3
marshmallow,4.41,0.675180959,100,1444,marshmallow-3.19.0,41,0.000417,0.01874,6
oscrypto,4.41,0.774500864,78,4376,oscrypto-1.3.0,4,6.9e-05,0.00148,2
faker,4.41,0.462968642,97,286,faker-18.4.0,6,8.4e-05,0.00231,4
pyproj,4.41,0.633420647,97,1541,pyproj-3.5.0,30,0.000242,0.01428,2
vine,4.41,0.686072009,78,3524,vine-5.0.0,6,0.000198,0.00313,1
pyproject-api,4.41,0.673562908,85,4565,pyproject-api-1.5.1,3,4.1e-05,0.0005,3
pytest-rerunfailures,4.41,0.742973001,88,4029,pytest-rerunfailures-7.0,2,3.8e-05,0.00046,13
pyinstaller-hooks-contrib,4.41,0.738377175,82,2768,pyinstaller-hooks-contrib-2023.2,2,6.1e-05,0.00098,1
flask-socketio,4.41,0.716411572,86,3906,flask-socketio-5.3.3,5,4.8e-05,0.00144,42
biopython,4.41,0.494134228,83,392,biopython-1.76,2,4.5e-05,0.00046,2
google-cloud-dns,4.41,0.754501945,68,10036,google-cloud-dns-0.34.1,1,3.5e-05,0.0,60
gotrue,4.41,0.638606603,84,12324,gotrue-1.0.1,2,3.5e-05,0.0,21
pyvisa-py,4.41,0.609467438,78,3978,pyvisa-py-0.6.3,3,3.8e-05,0.00046,3
pyvo,4.41,0.608239348,84,3787,pyvo-1.4.1,3,4.1e-05,0.00059,35
grafana-client,4.41,0.751499292,78,2791,grafana-client-3.5.0,2,3.7e-05,0.00046,28
goodtables,4.41,0.717027366,69,7173,goodtables-2.5.4,9,3.5e-05,0.0,79
requests-toolbelt,4.38,0.649785712,95,190,requests-toolbelt-0.10.1,41,0.001247,0.0231,34
orjson,4.38,0.56776913,87,729,orjson-3.8.10,28,0.000215,0.01371,1
typeguard,4.38,0.675114937,91,2192,typeguard-3.0.2,15,0.000239,0.0066,2
libclang,4.38,0.557077078,82,681,libclang-16.0.0,2,5.3e-05,0.002,1
branca,4.38,0.620416509,77,2841,branca-0.6.0,5,5.9e-05,0.00207,6
iterfzf,4.38,0.797589317,73,12797,iterfzf-0.5.0.20.0,2,4.2e-05,0.00046,2
kiwisolver,4.35,0.595092828,91,9,kiwisolver-1.4.4,14,0.000342,0.021345,1
twilio,4.35,0.597552197,94,5081,twilio-8.0.0,11,8.1e-05,0.00233,52
schedule,4.35,0.732649945,88,4475,schedule-1.2.0,5,6.3e-05,0.00231,1
vcrpy,4.35,0.633406315,92,6503,vcrpy-4.2.1,8,6.7e-05,0.00185,11
social-auth-core,4.35,0.588118664,88,11509,social-auth-core-4.0.2,9,5.3e-05,0.00048,42
logzio-python-handler,4.35,0.627018576,79,6548,logzio-python-handler-4.0.1,5,7e-05,0.00091,37
gpytorch,4.35,0.576617002,87,1007,gpytorch-1.10,7,6.8e-05,0.00233,71
zodbpickle,4.35,0.672341041,75,1929,zodbpickle-3.0.1,2,4.5e-05,0.00073,2
trove-classifiers,4.32,0.658613992,94,2987,trove-classifiers-2023.3.9,2,6.9e-05,0.00118,1
contourpy,4.32,0.805287543,82,6,contourpy-1.0.7,9,0.000294,0.016168,7
jsonpath-ng,4.32,0.760811564,88,1578,jsonpath-ng-1.5.3,13,0.000115,0.0047,4
xlsxwriter,4.32,0.659347157,91,658,xlsxwriter-3.1.0,25,0.000166,0.01183,1
typer,4.32,0.675640048,87,364,typer-0.7.0,34,0.000242,0.01452,7
cmake,4.32,0.716892593,91,315,cmake-3.26.3,1,5.1e-05,0.00055,1
sympy,4.32,0.49260513,87,267,sympy-1.11.1,26,0.000363,0.01483,2
graphviz,4.32,0.756550078,84,1284,graphviz-0.20.1,21,0.000294,0.00984,1
xxhash,4.32,0.664263419,82,1917,xxhash-3.2.0,6,5.5e-05,0.00294,1
uamqp,4.32,0.64087855,91,1584,uamqp-1.6.4,2,4.3e-05,0.00048,2
uvloop,4.32,0.64213083,84,342,uvloop-0.17.0,16,0.000115,0.00827,1
flask-wtf,4.32,0.835963535,94,6785,flask-wtf-1.1.1,9,4.8e-05,0.00279,12
flask-appbuilder,4.32,0.663991676,97,10394,flask-appbuilder-4.1.4,21,3.6e-05,0.00048,77
marshmallow-sqlalchemy,4.32,0.740306926,89,10401,marshmallow-sqlalchemy-0.26.1,3,3.6e-05,0.00048,9
flask-jwt-extended,4.32,0.718552672,88,4780,flask-jwt-extended-4.3.1,4,3.8e-05,0.00046,19
wtforms,4.32,0.63113018,86,6788,wtforms-3.0.1,14,0.000102,0.00591,3
pytest-forked,4.32,0.770386626,79,4033,pytest-forked-1.6.0,5,5.3e-05,0.00096,18
mkdocs-material,4.32,0.50092197,97,10337,mkdocs-material-8.5.11,8,4.3e-05,0.00048,49
limits,4.32,0.751251346,82,5400,limits-3.3.1,7,6.2e-05,0.00096,7
cmdstanpy,4.32,0.624177374,88,3340,cmdstanpy-1.1.0,6,3.8e-05,0.0005,17
flask-limiter,4.32,0.734536826,88,6405,flask-limiter-3.3.0,6,3.6e-05,0.00046,27
xyzservices,4.32,0.690463535,85,389,xyzservices-2023.2.0,4,6.6e-05,0.00227,1
mizani,4.32,0.788268256,73,8199,mizani-0.9.0,5,4.2e-05,0.0005,35
beartype,4.32,0.904460796,83,7107,beartype-0.13.1,2,0.000135,0.00115,1
pytest-repeat,4.32,0.768287215,85,4028,pytest-repeat-0.8.0,2,3.8e-05,0.00046,13
argh,4.32,0.738019344,82,1523,argh-0.24.1,1,6.5e-05,0.00046,1
torchtext,4.32,0.609479639,97,2739,torchtext-0.15.1,7,5e-05,0.00091,93
sqlmodel,4.32,0.659033547,70,12495,sqlmodel-0.0.8,4,3.7e-05,0.00046,14
